Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
3968791,24/10/2012,Quiet B&B, Minutes to Manhattan!,Queens,Apartment,90,Private room,11106,1,1,58,89,93
3974045,25/10/2012,Small studio near Central Park,Manhattan,Apartment,100,Entire home/apt,10023,1,1,2,110,100
3970236,25/10/2012,Upper West Side by Central Park,Manhattan,Apartment,90,Entire home/apt,10024,1,1,7,129,90
3977494,25/10/2012,Cozy Soho Studio Loft Apt Bleecker,Manhattan,Loft,100,Entire home/apt,10012,1,1,1,187,100
3977023,25/10/2012,Cozy Room in Clinton Hill, Bk,Brooklyn,Apartment,,Private room,11205,1,1,0,70,
3977693,25/10/2012,Room: King size bed + private bath,Brooklyn,Apartment,95,Private room,11237,1,1,8,55,95
3973758,25/10/2012,Next to Central Park & Times Square,Manhattan,Apartment,95,Private room,10019,1,1,11,195,96
3969473,25/10/2012,BEAUTIFUL NEW YORK CITY PENTHOUSE!,Manhattan,Apartment,90,Private room,10027,1,1,9,70,90
3969473,25/10/2012,CHARMING PENTHOUSE IN HARLEM NYC!,Manhattan,Apartment,85,Private room,10027,1,1,1,70,86
3972617,25/10/2012,Upper east side luxury bog!!,Manhattan,Apartment,,Private room,10128,1,1,0,175,
3974808,25/10/2012,Comfortable room near everything,Queens,Apartment,,Private room,11105,1,1,0,150,
3976338,25/10/2012,Cute room in Ridgewood,Queens,Apartment,85,Private room,11385,1,1,33,63,85
3979151,26/10/2012,Charming 1BR@Clinton Hill,Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,7,129,100
3983140,26/10/2012,Light-Filled Prospect Height Apt.,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,38,200,99
3984304,26/10/2012,Beautiful Huge Sunny Brooklyn Loft,Brooklyn,Loft,90,Entire home/apt,11205,1,1,9,105,93
3981805,26/10/2012,_Boutique East Village Flat,Manhattan,Apartment,90,Entire home/apt,10003,2,1,23,199,91
3984166,26/10/2012,East Village 2 Bedroom Apartment,Manhattan,Apartment,100,Entire home/apt,10009,2,1,5,240,100
3982378,26/10/2012,Perfect 2BD in the heart of it all!,Manhattan,Apartment,85,Entire home/apt,10019,2,1,5,400,88
3983483,26/10/2012,Luxury 1BR - Times Square, Theaters,Manhattan,Apartment,90,Entire home/apt,10019,1,1,3,255,93
3985147,26/10/2012,Cozy Apt for 2+,Manhattan,Apartment,,Entire home/apt,10023,2,1,0,200,
3984291,26/10/2012,Spacious Room on Franklin Avenue,Brooklyn,Apartment,,Private room,11238,1,1,1,45,
3985110,26/10/2012,Colorful LES bedroom,Manhattan,Apartment,95,Private room,10002,1,1,21,99,95
3985835,26/10/2012,The Minimalist // Lower East Side,Manhattan,Apartment,85,Private room,10002,1,1,48,90,85
3984166,26/10/2012,Private Room in East Village,Manhattan,Apartment,80,Private room,10009,1,1,3,100,80
3985537,26/10/2012,MUST SEE Nothing like it! Up'r East,Manhattan,Apartment,95,Private room,10128,1,1,104,99,98
3980927,26/10/2012,Room Available NYC,Manhattan,Apartment,90,Private room,10280,1,1,8,80,90
3980927,26/10/2012,Space For guest,Manhattan,Apartment,90,Shared room,10280,1,1,74,43,94
3991790,27/10/2012,Bright 1 bed in Centre of Wburg!,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,26,101,91
3991790,27/10/2012,Great Apt in HEART of Williamsburg!,Brooklyn,Apartment,85,Entire home/apt,11211,1,1,37,101,89
3987736,27/10/2012,Entire Apt -- 15 mins to Manhattan,Queens,Apartment,90,Entire home/apt,11237,2,1,3,80,93
3989222,27/10/2012,Sunny, well-appointed 3-BR near NYC,Staten Island,Apartment,,Entire home/apt,10301,3,1,0,169,
3991870,27/10/2012,Private Room N BRKLN Loft@J/M/z,Brooklyn,Apartment,90,Private room,11206,2,1,77,38,90
3992566,27/10/2012,Cozy Rm in Luxury Apt, Rooftop View,Brooklyn,Apartment,100,Private room,11206,1,1,6,61,100
3992566,27/10/2012,Private Oasis, en suite bathroom,Brooklyn,Apartment,95,Private room,11206,2,1,21,99,98
3992566,27/10/2012,The Cozy Happy Private Piano Room,Brooklyn,Apartment,95,Private room,11206,1,1,12,86,96
3989799,27/10/2012,Cozy Brooklyn bedroom,Brooklyn,Apartment,,Private room,11225,1,1,0,55,
3992539,27/10/2012,Peaceful, Cozy Room near the Park,Brooklyn,Apartment,100,Private room,11225,1,1,1,65,100
3992556,27/10/2012,Beautiful room on UWS,Manhattan,Apartment,,Private room,10026,1,1,0,140,
3991870,27/10/2012,1 Couch 8 min from Manhattan J\M\Z,Brooklyn,Apartment,80,Shared room,11206,1,1,17,20,81
3998751,28/10/2012,With garden, close to subway, park.,Brooklyn,Apartment,100,Entire home/apt,11215,3,1,5,200,100
3997451,28/10/2012,COMFY,UNIQUE&CLEAN STUDIO-CHELSEA!!,Manhattan,Apartment,,Entire home/apt,10011,1,1,0,150,
4000529,28/10/2012,Sophisticated and spacious,Manhattan,Apartment,,Entire home/apt,10014,1,1,1,299,
3997288,28/10/2012,Sublet availble July 15 - Aug 21,Manhattan,Apartment,100,Entire home/apt,10036,1,1,4,130,100
3997451,28/10/2012,HUGE&CHARMING STUDIO-TIMES SQ AREA!,Manhattan,Apartment,95,Entire home/apt,10036,1,1,25,190,96
3997936,28/10/2012,Big room with a great view,Brooklyn,Apartment,80,Private room,11238,1,1,5,72,80
3997936,28/10/2012,Quiet room on the garden level,Brooklyn,Apartment,100,Private room,11238,1,1,1,72,100
3997164,28/10/2012,Quaint Apt on 152nd and Broadway,Manhattan,Apartment,100,Private room,10031,1,1,3,55,100
4008899,29/10/2012,NYC Clean & Sunny Jr. 1 Bedroom Apt,Manhattan,Apartment,95,Entire home/apt,10009,1,1,9,200,95
4006611,29/10/2012,Sunny 2BR in the heart of Nolita,Manhattan,Apartment,95,Entire home/apt,10012,2,1,11,319,96
4004874,29/10/2012,Cozy One bedroom - Upper east side,Manhattan,Apartment,90,Entire home/apt,10028,1,1,20,197,93
4007393,29/10/2012,UES Manhattan Quiet Nest 1 Bdrm,Manhattan,Apartment,95,Entire home/apt,10028,1,1,23,185,95
4001540,29/10/2012,Large sunny room in Brooklyn,Brooklyn,Apartment,80,Private room,11237,1,1,1,65,80
4009184,29/10/2012,HUGE room in Bushwick, private bath,Brooklyn,Apartment,,Private room,11237,1,1,0,45,
4007102,29/10/2012,Skylight Artist Home at Ten49.,Brooklyn,House,,Private room,11221,1,1,0,99,
4006757,29/10/2012,Luxurious Apartment By Central Park,Manhattan,Apartment,90,Private room,10019,1,1,9,185,93
4009041,29/10/2012,Historic Harlem, NYC!,Manhattan,Apartment,90,Private room,10035,1,1,13,98,92
4019469,30/10/2012,An One Bedroom Williamsburg Gem,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,150,100
4018660,30/10/2012,5 Bdrm Historic Brownstone Triplex,Brooklyn,Apartment,85,Entire home/apt,11231,5,1,7,350,88
4018637,30/10/2012,Light filled 2 Bedroom Crown Height,Brooklyn,Apartment,80,Entire home/apt,11238,2,1,2,120,80
4019055,30/10/2012,1BR Apt in Lower East Side,Manhattan,Apartment,100,Entire home/apt,10002,1,1,1,160,100
4012934,30/10/2012,SOHO Best Location - Beauty& Steal!,Manhattan,Apartment,,Entire home/apt,10012,2,1,0,209,
4015503,30/10/2012,Lg Furnished 1bed Near Central Park,Manhattan,Apartment,,Entire home/apt,10024,1,1,0,225,
4014688,30/10/2012,Times Square / Sleep 2,Manhattan,Apartment,85,Entire home/apt,10036,1,1,33,129,89
4014688,30/10/2012,Times Square / Sleep 3,Manhattan,Apartment,80,Entire home/apt,10036,2,1,14,149,83
4014261,30/10/2012,2 floor,Manhattan,Apartment,80,Entire home/apt,10065,4,1,34,200,84
4014261,30/10/2012,huge studio 800 sf,Manhattan,Apartment,,Entire home/apt,10065,1,1,0,200,
4014261,30/10/2012,Luxury Apartment,Manhattan,Apartment,85,Entire home/apt,10065,1,1,7,200,86
4015955,30/10/2012,private room heart of williamsburg,Brooklyn,Bed & Breakfast,85,Private room,11211,1,1,10,82,86
4014688,30/10/2012,E Village Brand Nu 6br, 2bath, #1,Manhattan,Apartment,85,Private room,10003,1,1,7,89,89
4014688,30/10/2012,E Village Brand Nu 6br, 2bath, #2,Manhattan,Apartment,85,Private room,10003,1,1,7,69,89
4014688,30/10/2012,E Village Brand Nu 6br, 2Bath, #3,Manhattan,Apartment,80,Private room,10003,2,1,17,119,84
4014688,30/10/2012,E Village Brand Nu 6br, 2Bath, #4,Manhattan,Apartment,85,Private room,10003,1,1,9,89,88
4014688,30/10/2012,E Village Brand Nu 6br, 2Bath, #5,Manhattan,Apartment,85,Private room,10003,1,1,11,89,87
4014688,30/10/2012,E Village Brand Nu 6br, 2bath, #6,Manhattan,Apartment,85,Private room,10003,1,1,7,99,86
4015459,30/10/2012,Apto 2 bed $80 night per person,Queens,Apartment,95,Private room,11102,1,1,19,80,98
4010950,30/10/2012,Relaxing Loft - min from Midtown,Queens,Loft,,Shared room,11101,1,1,0,55,
4026668,31/10/2012,Charming studio in Brooklyn Heights,Brooklyn,Loft,85,Entire home/apt,11201,1,1,7,148,85
4028339,31/10/2012,PRETTY CLINTON HILL BROWNSTONE,Brooklyn,Townhouse,100,Entire home/apt,11238,4,1,1,500,100
4027502,31/10/2012,SALE! The Pineapple House!,Manhattan,Apartment,90,Entire home/apt,10003,3,1,13,200,91
4021487,31/10/2012,Chic Modern 2 BD/2 BTH Apartment,Manhattan,Apartment,95,Entire home/apt,10009,2,1,22,549,95
4021487,31/10/2012,Chic Modern/2 full Apts/Sleeps 10,Manhattan,Apartment,,Entire home/apt,10009,6,1,0,899,
4021487,31/10/2012,PARK VIEW CHIC LUXURY 2BED/2BTH,Manhattan,Apartment,95,Entire home/apt,10009,2,1,16,549,96
4028305,31/10/2012,One Bedroom Apt Near Central Park,Manhattan,Apartment,,Entire home/apt,10026,2,1,0,175,
4027145,31/10/2012,Handsome 1BR in Northern Manhattan!,Manhattan,Apartment,90,Entire home/apt,10033,1,1,3,125,93
4025366,31/10/2012,Amazing Studio Center of NYC !,Manhattan,Apartment,80,Entire home/apt,10036,1,1,16,150,84
4026400,31/10/2012,Times Square 3 Br Cozy Apt Sleeps 8,Manhattan,Apartment,85,Entire home/apt,10036,3,1,50,325,85
4025280,31/10/2012,Great views, 2 bdr, lux building,Manhattan,Apartment,100,Entire home/apt,10128,3,1,8,350,100
4021859,31/10/2012,Beautiful Room in Spacious Apt.,Brooklyn,Apartment,90,Private room,11201,1,1,49,100,91
4025068,31/10/2012,Huge private room: Williamsburg, BK,Brooklyn,Apartment,80,Private room,11211,1,1,3,100,80
4022813,31/10/2012,Bed-Stuy Artist Loft/private room,Brooklyn,Apartment,,Private room,11233,1,1,0,85,
4026766,31/10/2012,Bed & Breakfast! In The Best Area!,Manhattan,Apartment,100,Private room,10002,1,1,4,136,100
4036700,01/11/2012,Brand New, Boutique Brooklyn Condo,Brooklyn,Apartment,95,Entire home/apt,11201,2,1,18,150,95
4028570,01/11/2012,Charming apartment in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,1,130,100
4032787,01/11/2012,Union Square Rental- SuperBowl Week,Manhattan,Apartment,,Entire home/apt,10003,2,1,0,649,
4032835,01/11/2012,Amazing views in West Village!,Manhattan,Apartment,,Entire home/apt,10011,1,1,0,300,
4036553,01/11/2012,Charming West Village studio,Manhattan,Apartment,90,Entire home/apt,10014,1,1,3,149,90
4036023,01/11/2012,Cozy Apartment Upper East Side,Manhattan,Apartment,,Entire home/apt,10021,1,1,0,173,
4036685,01/11/2012,Cozy NYC Home - Piano, Deck, Garden,Queens,House,100,Entire home/apt,11361,4,1,3,238,100
4030800,01/11/2012,Hidden Gem in Brooklyn!,Brooklyn,Apartment,85,Private room,11216,2,1,3,85,87
4030621,01/11/2012,Awesome Bedroom close to Manhattan!,Brooklyn,Apartment,95,Private room,11222,1,1,17,73,99
4031913,01/11/2012,Bedroom w/Private Bath,Brooklyn,Apartment,95,Private room,11225,1,1,22,79,96
4034995,01/11/2012,Private Room in Williamsburg Loft,Brooklyn,Loft,95,Private room,11211,1,1,58,115,95
4032992,01/11/2012,Quiet room, Queen bed, Heart of LES,Manhattan,Apartment,100,Private room,10002,1,1,2,80,100
4036052,01/11/2012,Sunny NYC Oasis with rooftop views,Manhattan,Apartment,100,Private room,10025,1,1,1,130,100
4029415,01/11/2012,Room Europe style in Manhattan!,Manhattan,Apartment,95,Private room,10030,2,1,11,95,95
4036750,01/11/2012,1 Bedroom in 2BR Hell's Kitchen apt,Manhattan,Apartment,85,Private room,10036,1,1,7,119,89
4034988,01/11/2012,Huge bedroom in Washington Heights,Manhattan,Apartment,,Private room,10040,1,1,0,70,
4036685,01/11/2012,Cozy LARGE NYC Bedroom w/homeoffice,Queens,House,40,Private room,11361,1,1,1,75,40
4030800,01/11/2012,Peaceful Garden Room in Brooklyn!,Brooklyn,Apartment,100,Shared room,11216,1,1,6,49,100
4041877,02/11/2012,Spacious apt. in Williamsburg, NYC,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,4,150,99
4037451,02/11/2012,Loft with daylight & Manhattan view,Brooklyn,Apartment,100,Entire home/apt,11237,1,1,1,120,100
4040200,02/11/2012,Cool centrally located LES apt.,Manhattan,Apartment,90,Entire home/apt,10002,1,1,5,198,92
4043000,02/11/2012,Sunny Modern Studio in Chelsea,Manhattan,Apartment,100,Entire home/apt,10011,2,1,3,225,100
4044663,02/11/2012,Serene 1BR Apt near Columbia Univ,Manhattan,Apartment,85,Entire home/apt,10027,1,1,22,115,87
4038038,02/11/2012,New York City near Yankee Stadium,Bronx,Apartment,100,Private room,10451,1,1,4,125,100
4041396,02/11/2012,Perfect Getaway in Prime Location,Brooklyn,Apartment,95,Private room,11211,1,1,5,125,96
4037667,02/11/2012,Cozy room close to McGolrick park,Brooklyn,Apartment,100,Private room,11222,1,1,1,85,100
4044456,02/11/2012,Brooklyn Brownstone Private Room !,Brooklyn,Apartment,,Private room,11238,1,1,0,85,
4044456,02/11/2012,Brooklyn Brownstone Private Room!,Brooklyn,Apartment,80,Private room,11238,1,1,3,85,80
4040811,02/11/2012,last minute booking..1 bedroom apt.,Manhattan,Apartment,95,Private room,10025,1,1,7,100,97
4041309,02/11/2012,Breezy perch in central Manhattan,Manhattan,Apartment,100,Private room,10036,1,1,14,169,100
4049527,03/11/2012,Beautiful 1 br in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,19,165,91
4050489,03/11/2012,Delicious apt AMAZING location,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,27,111,90
4050500,03/11/2012,Williamsburg Oasis-Private backyard,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,9,155,95
4049682,03/11/2012,Sunny Apt on Prospect Park,Brooklyn,Apartment,90,Entire home/apt,11225,1,1,3,100,93
4047395,03/11/2012,HOLIDAY WEEKEND RENTAL,Brooklyn,Apartment,100,Entire home/apt,11238,3,1,1,95,100
4049004,03/11/2012,Charming Brownstone in Brooklyn,Brooklyn,House,,Entire home/apt,11233,2,1,0,150,
4048154,03/11/2012,Beautiful & spacious 1BR in Village,Manhattan,Apartment,95,Entire home/apt,10003,3,1,28,215,95
4051126,03/11/2012,Chelsea luxury 2 bedroom garden apt,Manhattan,Apartment,95,Entire home/apt,10011,2,1,32,595,97
4051004,03/11/2012,Best location! Clean soho 1 bedroom,Manhattan,Apartment,95,Entire home/apt,10012,1,1,39,150,98
4045956,03/11/2012,1 bedroom close to Empire State,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,175,100
4047294,03/11/2012,Large Harlem condo, infant friendly,Manhattan,Apartment,90,Entire home/apt,10030,2,1,7,175,94
4050318,03/11/2012,Comfy & Chic - Tranquility Room,Brooklyn,Bed & Breakfast,80,Private room,11226,1,1,2,45,80
4050318,03/11/2012,Garden Room with Front View,Brooklyn,House,90,Private room,11226,1,1,2,40,90
4046222,03/11/2012,1 room in 1 bedroom apt,Manhattan,Apartment,,Private room,10028,1,1,0,75,
4050318,03/11/2012,1 Bedroom Share,Brooklyn,House,90,Shared room,11226,2,1,2,70,90
4058790,04/11/2012,Brooklyn BrownStone Studio,Brooklyn,Apartment,100,Entire home/apt,11205,1,1,1,120,100
4058796,04/11/2012,Bright, Cozy, Artsy Apartment,Brooklyn,Apartment,100,Entire home/apt,11206,2,1,1,250,100
4059034,04/11/2012,Bedford Loft, Williamsburg Prime,Brooklyn,Apartment,90,Entire home/apt,11211,3,1,84,397,92
4061079,04/11/2012,Bright trendy Williamsburg 1BR,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,19,155,96
4058892,04/11/2012,Large Family Friendly Apartment,Manhattan,Apartment,,Entire home/apt,10009,3,1,1,250,
4061620,04/11/2012,Comfy & Spacious 1br Pad Uptown!,Manhattan,Apartment,90,Entire home/apt,10037,1,1,21,125,91
4057962,04/11/2012,Sun-filled 1 bedroom Seaport,Manhattan,Apartment,80,Entire home/apt,10038,1,1,1,250,80
4061661,04/11/2012,Spacious, Modern Luxury - Manhattan,Manhattan,Apartment,95,Entire home/apt,10280,2,1,7,249,97
4053206,04/11/2012,Luxury Loft with Private Terrace!,Manhattan,Loft,100,Entire home/apt,10038,3,1,4,270,100
4058796,04/11/2012,Bright Cozy Bedroom in Williamsburg,Brooklyn,Apartment,95,Private room,11206,1,1,2,80,97
4058796,04/11/2012,Clean and Serene Brooklyn Bedroom,Brooklyn,Apartment,100,Private room,11206,1,1,4,80,100
4061687,04/11/2012,Small Nesting Space,Brooklyn,Apartment,,Private room,11221,1,1,0,65,
4057677,04/11/2012,Sunny Spacious East Village Room,Manhattan,Apartment,95,Private room,10003,1,1,11,167,95
4058602,04/11/2012,1 BR available in Union Sq. 3BR,Manhattan,Apartment,100,Private room,10003,1,1,5,130,100
4057761,04/11/2012,The Tea Room,Manhattan,Apartment,90,Private room,10031,1,1,4,65,93
4060581,04/11/2012,Huge Sunny Rm in Hamilton Heights,Manhattan,Apartment,100,Private room,10031,2,1,2,69,100
4055164,04/11/2012,Luxury FiDi Apartment with a View!,Manhattan,Apartment,,Private room,10038,1,1,0,150,
4055613,04/11/2012,Union Square NYC Gramercy Bed&Break,Manhattan,Bed & Breakfast,100,Private room,10003,1,1,7,113,100
4060346,04/11/2012,1 Room in Staten Is. & Train nearby,Staten Island,House,95,Private room,10312,2,1,29,60,95
4065638,05/11/2012,Cute Brownstone 1BR in Clinton Hill,Brooklyn,Apartment,100,Entire home/apt,11205,1,1,4,114,100
4069585,05/11/2012,WILLIAMSBURG killer roof views!,Brooklyn,Apartment,90,Entire home/apt,11249,2,1,53,280,94
4069585,05/11/2012,1 BDRM DUPLEX East VILLAGE sleeps 6,Manhattan,Apartment,90,Entire home/apt,10009,2,1,22,250,92
4064804,05/11/2012,Studio in FlatIron, NYC !!,Manhattan,Apartment,80,Entire home/apt,10010,1,1,1,195,80
4068324,05/11/2012,Large 2 Bedroom apt near Union Sq,Manhattan,Apartment,,Entire home/apt,10011,3,1,0,299,
4062101,05/11/2012,West Village Studio,Manhattan,Apartment,95,Entire home/apt,10014,1,1,6,220,97
4071442,05/11/2012,Cozy Studio 2 stops to Times Square,Manhattan,Apartment,100,Entire home/apt,10025,1,1,1,100,100
4068553,05/11/2012,Stylish and Private Pre-War Studio,Manhattan,Apartment,95,Entire home/apt,10128,1,1,19,135,97
4071360,05/11/2012,Private Upper East Side Studio,Manhattan,Apartment,85,Entire home/apt,10128,1,1,16,120,86
4068903,05/11/2012,Master bdr in NEW 3 bdr Sunny apt,Brooklyn,Apartment,90,Private room,11206,1,1,15,80,93
4068903,05/11/2012,Private Studio in Sunny 3 bedroom,Brooklyn,Apartment,40,Private room,11206,2,1,1,79,40
4068903,05/11/2012,Room with storage in NEW 3 bedroom,Brooklyn,Apartment,90,Private room,11206,1,1,35,75,94
4065785,05/11/2012,Private Williamsburg Penthouse,Brooklyn,Apartment,95,Private room,11211,1,1,50,130,95
4068582,05/11/2012,Spacious Upper West Side Bedroom,Manhattan,Apartment,95,Private room,10025,1,1,14,150,97
4068169,05/11/2012,Comfortable loft in Upper West Side,Manhattan,Apartment,95,Shared room,10023,1,1,12,85,98
4075385,06/11/2012,Charming Apt in Lovely Greenpoint,Brooklyn,Apartment,,Entire home/apt,11222,1,1,0,200,
4073947,06/11/2012,Park Facing, Spacious 1 BR APT,Brooklyn,Apartment,,Entire home/apt,11225,2,1,0,110,
4078911,06/11/2012,Brooklyn One Bedroom,Brooklyn,Apartment,100,Entire home/apt,11238,2,1,8,200,100
4080490,06/11/2012,1 Bedroom Apartment in West Village,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,450,
4076791,06/11/2012,Gorgeous 1 bedroom in Midtown West,Manhattan,Apartment,95,Entire home/apt,10019,1,1,1,190,97
4075470,06/11/2012,Beautiful true-1br in UWS Manhattan,Manhattan,Apartment,,Entire home/apt,10023,2,1,0,360,
4074918,06/11/2012,Super Bowl, 2 bdrm, UWS apartment,Manhattan,Apartment,,Entire home/apt,10025,2,1,0,900,
4080391,06/11/2012,Upper West Side, NYC,Manhattan,Apartment,70,Entire home/apt,10025,,1,1,150,70
4071525,06/11/2012,Cute Apartment in Harlem,Manhattan,Apartment,95,Entire home/apt,10035,1,1,12,129,98
4076912,06/11/2012,Sophistication, Views, Location,Manhattan,Apartment,95,Entire home/apt,10036,1,1,52,485,99
4079140,06/11/2012,Brooklyn Brownstone, women only.,Brooklyn,Apartment,95,Private room,11216,1,1,32,60,97
4071690,06/11/2012,Cozy Chamber in Natural BK Loft!,Brooklyn,Loft,95,Private room,11221,1,1,8,65,98
4071690,06/11/2012,Raw BK Loft + Amazing Aerial Views!,Brooklyn,Loft,,Private room,11221,1,1,0,65,
4071525,06/11/2012,Cute Room in Harlem,Manhattan,Apartment,95,Private room,10035,1,1,6,55,97
4076876,06/11/2012,Very large, clean 1 BR apartment,Manhattan,Apartment,100,Private room,10035,1,1,2,120,100
4077292,06/11/2012,Oo! Big Room With Private Bathroom!,Queens,House,90,Private room,11385,1,1,28,85,94
4080803,07/11/2012,NYC Vacation & Free Transportation,Bronx,House,,Entire home/apt,10466,2,1,1,90,
4087986,07/11/2012,1 bedroom apartment - cobble hill,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,2,150,100
4085497,07/11/2012,Primo Apt for Labor Day Parade-1BR,Brooklyn,Apartment,95,Entire home/apt,11216,1,1,17,115,98
4089177,07/11/2012,3 br, Brkyln Duplex, Prvt Terrace,Brooklyn,Apartment,100,Entire home/apt,11238,3,1,3,250,100
4087416,07/11/2012,AMAZING SUNNY LOFT 1 BEDFORD AVE!!,Brooklyn,Apartment,90,Entire home/apt,11249,7,1,48,499,93
4081120,07/11/2012,Family-friendly Cathedral Condo!,Brooklyn,Condominium,,Entire home/apt,11238,4,1,0,135,
4084075,07/11/2012,Penthouse Apt with Roofdeck,Manhattan,Apartment,80,Entire home/apt,10016,2,1,7,229,80
4088406,07/11/2012,Beautiful Townhouse and Rooftop,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,140,100
4080954,07/11/2012,2 Bed/2 Bath luxury apt w/balcony,Manhattan,Apartment,90,Entire home/apt,10023,2,1,23,375,92
4086735,07/11/2012,Apt 6 blocks from Central Park,Manhattan,Apartment,65,Entire home/apt,10026,2,1,8,149,68
4089511,07/11/2012,New-York Family Friendly 2bdr/2bath,Manhattan,Apartment,95,Entire home/apt,10027,5,1,20,340,98
4083735,07/11/2012,Amazing space/location!,Manhattan,Apartment,,Entire home/apt,10029,2,1,0,150,
4086735,07/11/2012,2BR Upper East Side Museum Mile,Manhattan,Apartment,70,Entire home/apt,10029,2,1,48,239,74
4089916,07/11/2012,Upper Manhattan Apartment Sublet,Manhattan,Apartment,85,Entire home/apt,10040,3,1,35,125,89
4089529,07/11/2012,The Kook House,Queens,House,90,Entire home/apt,11692,4,1,12,450,92
4089400,07/11/2012,Loft Space in Bushwick,Queens,Loft,95,Entire home/apt,11237,2,1,46,130,97
4080803,07/11/2012,NYC Vacation & Free Transportation,Bronx,House,100,Private room,10466,1,1,2,50,100
4083145,07/11/2012,2 Beautiful Large Rooms for 1-2 pp,Brooklyn,Apartment,100,Private room,11205,2,1,1,90,100
4088659,07/11/2012,Cozy room in big, beautiful loft,Brooklyn,Apartment,,Private room,11237,1,1,0,90,
4089177,07/11/2012,1 Bdrm in Duplex, Private Bathroom,Brooklyn,Apartment,95,Private room,11238,1,1,23,95,98
4089534,07/11/2012,Cozy bedroom near Prospect Park,Brooklyn,Apartment,100,Private room,11238,1,1,2,65,100
4087416,07/11/2012,AMAZING SUNNY LOFT 2 BEDFORD AVE!!,Brooklyn,Apartment,65,Private room,11249,7,1,4,499,65
4087416,07/11/2012,NEW MODERN LOFT 1 ON BEDFORD AVE!!!,Brooklyn,Apartment,85,Private room,11249,1,1,50,96,88
4087416,07/11/2012,NEW MODERN LOFT 2 ON BEDFORD AVE!!!,Brooklyn,Apartment,85,Private room,11249,1,1,41,96,86
4087416,07/11/2012,NEW MODERN LOFT 3 ON BEDFORD AVE!!!,Brooklyn,Apartment,85,Private room,11249,1,1,53,100,89
4087416,07/11/2012,SUNNY MODERN LOFT 1 ON BEDFORD AVE!,Brooklyn,Apartment,85,Private room,11249,1,1,69,96,89
4087416,07/11/2012,SUNNY MODERN LOFT 2 ON BEDFORD AVE!,Brooklyn,Apartment,90,Private room,11249,1,1,53,96,90
4087416,07/11/2012,SUNNY MODERN LOFT A ON BEDFORD AVE!,Brooklyn,Apartment,85,Private room,11249,1,1,59,96,86
4087416,07/11/2012,SUNNY MODERN LOFT B ON BEDFORD AVE!,Brooklyn,Apartment,90,Private room,11249,1,1,43,96,90
4088708,07/11/2012,Perfect Bedroom for Backpackers!,Manhattan,Apartment,,Private room,10009,1,1,0,97,
4083654,07/11/2012,Upper East Side Oasis,Manhattan,Apartment,,Private room,10075,1,1,0,105,
4083654,07/11/2012,Upper East Side Oasis!,Manhattan,Apartment,90,Private room,10075,1,1,35,85,92
4081688,07/11/2012,Great spot in Brooklyn,Brooklyn,Apartment,,Shared room,11206,1,1,0,200,
4094151,08/11/2012,Williamsburg, Brooklyn NY,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,32,279,93
4095372,08/11/2012,Entire Sunny Brownstone Front Apt.,Brooklyn,Apartment,100,Entire home/apt,11215,1,1,1,90,100
4096046,08/11/2012,Beautiful, Spacious Brownstone Apt,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,6,125,100
4098033,08/11/2012,Sunny apt near Prospect Park,Brooklyn,Apartment,85,Entire home/apt,11225,1,1,5,100,88
4095409,08/11/2012,Charming 1 bedroom on Prospect Park,Brooklyn,Apartment,,Entire home/apt,11238,2,1,0,195,
4091348,08/11/2012,Unique stylish garden apartment,Brooklyn,Apartment,,Entire home/apt,11249,2,1,0,450,
4093526,08/11/2012,Wall St. Apartment with Water Views,Manhattan,Apartment,100,Entire home/apt,10005,2,1,11,599,100
4090856,08/11/2012,Cute East Village Studio,Manhattan,Apartment,100,Entire home/apt,10009,1,1,3,140,100
4094284,08/11/2012,1 bedroom apt at Thompson Sq Park,Manhattan,Apartment,80,Entire home/apt,10009,2,1,10,180,83
4090462,08/11/2012,Sept. 4-14: DISCOUNT PRICING!!!,Manhattan,Apartment,90,Entire home/apt,10021,1,1,10,175,94
4094309,08/11/2012,Central Park: Queen Sized 1 Bdrm!!,Manhattan,Apartment,90,Entire home/apt,10021,2,1,7,215,91
4094309,08/11/2012,"Proper Digs!! Supreme Flat, 1 BDRM",Manhattan,Apartment,90,Entire home/apt,10021,2,1,13,181,90
