Host Id;Host Since;mes;aniomes;anio;Name;Neighbourhood;Property Type;Review Scores Rating (bin);Room Type;Zipcode;Beds;Number of Records;Number Of Reviews;Price;Review Scores Rating;AA;AB;AC;AD;AE;AF;AG;cant
11601610;24/01/2014;1;201401;2014;STUDIO IN NYC;Manhattan;Apartment;80;Entire home/apt;10023;1;1;1;135;80;;;;;;;;1
11599506;24/01/2014;1;201401;2014;Little Heaven — Upper West Side;Manhattan;Apartment;90;Entire home/apt;10024;1;1;35;150;91;;;;;;;;1
11605408;24/01/2014;1;201401;2014;Spacious UWS 1BD; block from CP;Manhattan;Apartment;;Entire home/apt;10024;1;1;0;1.500;;;;;;;;1
11602485;24/01/2014;1;201401;2014;Super Bowl Weekend Manhattan Studio;Manhattan;Apartment;;Entire home/apt;10025;2;1;0;400;;;;;;;;;1
11610137;24/01/2014;1;201401;2014;DUPLEX Midtown Entire Apartment;Manhattan;Apartment;;Entire home/apt;10036;2;1;0;520;;;;;;;;;1
11601961;24/01/2014;1;201401;2014;Spacious sunny bedroom;Brooklyn;Apartment;100;Private room;11226;1;1;6;50;100;;;;;;;;1
11602568;24/01/2014;1;201401;2014;Spacious Modern & Luminous;Brooklyn;Apartment;95;Private room;11238;1;1;23;130;98;;;;;;;;1
11610411;24/01/2014;1;201401;2014;Private Room in Greenwich Village;Manhattan;Apartment;90;Private room;10012;1;1;54;104;91;;;;;;;;1
11613496;24/01/2014;1;201401;2014;Large bedroom with full river view!;Manhattan;Apartment;95;Private room;10025;1;1;12;130;98;;;;;;;;1
11614022;24/01/2014;1;201401;2014;Huge 3 bedroom in Hamilton Heights;Manhattan;Apartment;95;Private room;10031;1;1;9;65;98;;;;;;;;1
11611239;24/01/2014;1;201401;2014;Private Rm - Times Sq/Hell'sKitchen;Manhattan;Apartment;90;Private room;10036;1;1;53;105;90;;;;;;;;1
11636894;25/01/2014;1;201401;2014;Sunny 2BR; 2BA duplex;Brooklyn;Apartment;85;Entire home/apt;11238;4;1;11;329;88;;;;;;;1
11638358;25/01/2014;1;201401;2014;XL 1 bedroom in heart of East Vil;Manhattan;Apartment;85;Entire home/apt;10009;1;1;3;200;87;;;;;;;;1
11627331;25/01/2014;1;201401;2014;Charming Central 1bd Chelsea Apt;Manhattan;Apartment;95;Entire home/apt;10011;2;1;12;210;97;;;;;;;;1
11637526;25/01/2014;1;201401;2014;Tribeca Maison Picasiette;Manhattan;Apartment;100;Entire home/apt;10013;1;1;1;250;100;;;;;;;;1
11636500;25/01/2014;1;201401;2014;Cozy 1-Bedroom in Hell's Kitchen;Manhattan;Apartment;80;Entire home/apt;10019;1;1;1;151;80;;;;;;;;1
11635821;25/01/2014;1;201401;2014;Beautiful Sunny Studio A+ Location!;Manhattan;Apartment;;Entire home/apt;10023;1;1;0;400;;;;;;;;;1
11636806;25/01/2014;1;201401;2014;Upper West side Studio (Lincoln Sq);Manhattan;Apartment;100;Entire home/apt;10023;1;1;2;150;100;;;;;;;;1
11629726;25/01/2014;1;201401;2014;Luxury NYC studio apartment;Manhattan;Apartment;75;Entire home/apt;10024;1;1;7;185;76;;;;;;;;1
11630571;25/01/2014;1;201401;2014;Great UWS Apt Along Central Park;Manhattan;Apartment;100;Entire home/apt;10024;1;1;2;350;100;;;;;;;;1
11636913;25/01/2014;1;201401;2014;Renewed Studio in a perfec location;Manhattan;Loft;60;Entire home/apt;10019;1;1;1;149;60;;;;;;;;1
11635212;25/01/2014;1;201401;2014;Washington Heights Apartment Room;Manhattan;Apartment;100;Private room;10033;1;1;2;45;100;;;;;;;;1
11656495;26/01/2014;1;201401;2014;BRAND NEW LOFT-style apt; DREAM $$!;Brooklyn;Apartment;;Entire home/apt;11201;2;1;0;175;;;;;;;;1
11657466;26/01/2014;1;201401;2014;Entire Large Apartment- We are away;Brooklyn;Apartment;85;Entire home/apt;11226;1;1;9;99;88;;;;;;;;1
11653908;26/01/2014;1;201401;2014;Artsy studio apartment in Bushwick!;Brooklyn;Apartment;90;Entire home/apt;11237;1;1;40;103;93;;;;;;;;1
11661027;26/01/2014;1;201401;2014;Spacious East Village Triplex Apt!!;Manhattan;Apartment;95;Entire home/apt;10003;2;1;4;225;95;;;;;;;;1
11659093;26/01/2014;1;201401;2014;Tribeca Apt with Lofted Ceilings;Manhattan;Apartment;;Entire home/apt;10007;2;1;0;750;;;;;;;;;1
11660771;26/01/2014;1;201401;2014;3 BEDROOM RENTAL SUPERBOWL WEEKEND;Manhattan;Apartment;;Entire home/apt;10011;3;1;0;2.000;;;;;;;;;1
11673513;26/01/2014;1;201401;2014;Newly Renovated SOHO 1 bedroom;Manhattan;Apartment;95;Entire home/apt;10012;1;1;12;320;97;;;;;;;;1
11664089;26/01/2014;1;201401;2014;SUPER BOWL 2BR 1.5 BATH ~1;200 SQFT;Manhattan;Apartment;;Entire home/apt;10014;2;1;0;2.499;;;;;;;;1
11653306;26/01/2014;1;201401;2014;1bedroom apartment upper east side;Manhattan;Apartment;;Entire home/apt;10021;1;1;0;500;;;;;;;;;1
11668649;26/01/2014;1;201401;2014;MANHATTAN SUPERBOWL ACCOMODATION;Manhattan;Apartment;;Entire home/apt;10021;4;1;0;1.600;;;;;;;;;1
11648566;26/01/2014;1;201401;2014;UWS 1 Bedroom Penthouse;Manhattan;Apartment;100;Entire home/apt;10023;3;1;1;750;100;;;;;;;;1
11661107;26/01/2014;1;201401;2014;Stylish Manhattan Apartment;Manhattan;Apartment;100;Entire home/apt;10025;2;1;4;195;100;;;;;;;;1
11673696;26/01/2014;1;201401;2014;Large Sunny UES Studio! Oct 1-9!;Manhattan;Apartment;100;Entire home/apt;10028;2;1;2;175;100;;;;;;;;1
11654579;26/01/2014;1;201401;2014;Super Bowl! Get there fast and easy;Manhattan;Apartment;;Entire home/apt;10032;1;1;0;250;;;;;;;;;1
11657466;26/01/2014;1;201401;2014;Beautiful area; Great apartment;Manhattan;Apartment;;Entire home/apt;10034;1;1;0;100;;;;;;;;1
11673804;26/01/2014;1;201401;2014;Deluxe Manhattan Apt for Big Game;Manhattan;Apartment;;Entire home/apt;10128;1;1;0;950;;;;;;;;;1
11671329;26/01/2014;1;201401;2014;Great 1 bedroom; close to subway!;Brooklyn;Apartment;;Private room;11221;;1;0;49;;;;;;;;1
11673399;26/01/2014;1;201401;2014;Cozy room in spacious Wburg loft!;Brooklyn;Apartment;100;Private room;11249;1;1;3;80;100;;;;;;;;1
11673233;26/01/2014;1;201401;2014;Large Room with Lots of Light;Brooklyn;House;100;Private room;11221;1;1;2;59;100;;;;;;;;1
11673798;26/01/2014;1;201401;2014;Private Room in Best Location!!;Manhattan;Apartment;85;Private room;10016;1;1;55;130;86;;;;;;;;1
11670284;26/01/2014;1;201401;2014;Private room Manhattan UES;Manhattan;Apartment;;Private room;10021;1;1;0;75;;;;;;;;;1
11672284;26/01/2014;1;201401;2014;Upper East Side cosy room;Manhattan;Apartment;;Private room;10028;1;1;0;89;;;;;;;;;1
11708474;27/01/2014;1;201401;2014;Clean Cozy Apt on FL2 in Brownstone;Brooklyn;Apartment;;Entire home/apt;11221;1;1;0;85;;;;;;;;;1
11704098;27/01/2014;1;201401;2014;Beautiful Apartment right Penn Stat;Manhattan;Apartment;;Entire home/apt;10001;3;1;0;1.500;;;;;;;;;1
11674535;27/01/2014;1;201401;2014;East Village/Union Square Apt;Manhattan;Apartment;;Entire home/apt;10003;1;1;0;550;;;;;;;;;1
11711258;27/01/2014;1;201401;2014;Luxury High Rise Apartment;Manhattan;Apartment;;Entire home/apt;10006;1;1;0;199;;;;;;;;;1
11674823;27/01/2014;1;201401;2014;SUPER BOWL RENTAL NYC LOW PRICE;Manhattan;Apartment;;Entire home/apt;10024;1;1;0;750;;;;;;;;;1
11708656;27/01/2014;1;201401;2014;SuperBowl Weekend Rental! 3 BR/1ba;Manhattan;Apartment;;Entire home/apt;10028;3;1;0;1.000;;;;;;;;;1
11702175;27/01/2014;1;201401;2014;Large 1 bedroom apt - can sleep 4;Manhattan;Apartment;85;Entire home/apt;10029;2;1;3;170;87;;;;;;;;1
11687702;27/01/2014;1;201401;2014;Charming Studio/loft in NYC;Manhattan;Apartment;;Entire home/apt;10036;1;1;0;160;;;;;;;;;1
11710466;27/01/2014;1;201401;2014;Instant NYC;Manhattan;Apartment;100;Entire home/apt;10128;1;1;2;135;100;;;;;;;;1
11703339;27/01/2014;1;201401;2014;Beautiful Fort Greene Apartment;Brooklyn;Apartment;100;Private room;11238;1;1;1;99;100;;;;;;;;1
11707094;27/01/2014;1;201401;2014;Bright Cozy Room Manhattan E.V.;Manhattan;Apartment;90;Private room;10003;1;1;19;95;94;;;;;;;;1
11708118;27/01/2014;1;201401;2014;Luxury Building $150 per night;Manhattan;Apartment;;Private room;10005;1;1;0;150;;;;;;;;;1
11674870;27/01/2014;1;201401;2014;Private room in lux duplex;Manhattan;Apartment;;Private room;10011;1;1;1;285;;;;;;;;;1
11691336;27/01/2014;1;201401;2014;Own bedroom in beautiful brownstone;Manhattan;Apartment;85;Private room;10035;1;1;39;45;89;;;;;;;;1
11686822;27/01/2014;1;201401;2014;Harlem;Manhattan;Apartment;;Private room;10037;1;1;0;75;;;;;;;;;1
11687781;27/01/2014;1;201401;2014;Astoria Queens 30Th Ave 34th Street;Queens;Apartment;90;Private room;11103;1;1;11;75;90;;;;;;;;1
11674837;27/01/2014;1;201401;2014;Beautiful Clean & Quiet Room! Rm#1;Queens;Apartment;85;Private room;11385;1;1;24;47;88;;;;;;;;1
11674837;27/01/2014;1;201401;2014;Beautiful Clean & Quiet Room! Rm#2;Queens;Apartment;85;Private room;11385;1;1;29;47;88;;;;;;;;1
11687781;27/01/2014;1;201401;2014;28th Ave 44th St 2 rooms available;Queens;House;;Private room;11103;1;1;0;80;;;;;;;;;1
11706506;27/01/2014;1;201401;2014;Super Bowl Space Available!;Queens;Apartment;;Shared room;11102;1;1;0;300;;;;;;;;;1
11733037;28/01/2014;1;201401;2014;SUPER SUPER BOWL PAD;Brooklyn;Apartment;;Entire home/apt;11201;1;1;0;900;;;;;;;;;1
11725324;28/01/2014;1;201401;2014;On Bedroom flat;Brooklyn;Apartment;80;Entire home/apt;11209;2;1;1;85;80;;;;;;;;1
11722846;28/01/2014;1;201401;2014;Awesome apartment in Williamsburg!;Brooklyn;Apartment;100;Entire home/apt;11211;1;1;2;180;100;;;;;;;;1
11728509;28/01/2014;1;201401;2014;Luxury SuperBowl Rental + Backyard!;Brooklyn;Apartment;;Entire home/apt;11222;3;1;0;750;;;;;;;;;1
11741577;28/01/2014;1;201401;2014;Convenient Midtown Studio Loft!;Manhattan;Apartment;90;Entire home/apt;10001;1;1;3;160;90;;;;;;;;1
11740479;28/01/2014;1;201401;2014;Fantastic Apt. Amazing LES Location;Manhattan;Apartment;100;Entire home/apt;10002;2;1;4;265;100;;;;;;;;1
11740791;28/01/2014;1;201401;2014;Tribeca Apartment; Skyline Views;Manhattan;Apartment;;Entire home/apt;10013;2;1;0;1.400;;;;;;;;1
11727118;28/01/2014;1;201401;2014;Amazing location; amazing apartment;Manhattan;Apartment;;Entire home/apt;10014;1;1;0;230;;;;;;;;1
11734360;28/01/2014;1;201401;2014;Quiet West Village 1 bdrm;Manhattan;Apartment;100;Entire home/apt;10014;1;1;2;200;100;;;;;;;;1
11728020;28/01/2014;1;201401;2014;1;400 Sq Ft Midtown East Apt;Manhattan;Apartment;;Entire home/apt;10016;2;1;0;800;;;;;;;;1
11734436;28/01/2014;1;201401;2014;Upper West 19th FL Windows Wonder;Manhattan;Apartment;;Entire home/apt;10019;1;1;0;130;;;;;;;;;1
11741427;28/01/2014;1;201401;2014;Perfect for SB - UES apt for 4 ppl;Manhattan;Apartment;;Entire home/apt;10021;2;1;0;1.500;;;;;;;;;1
11732381;28/01/2014;1;201401;2014;2 Bedrdoom Apartment;Manhattan;Apartment;;Entire home/apt;10022;3;1;0;175;;;;;;;;;1
11732741;28/01/2014;1;201401;2014;2BD/2BA Manhattan Apt;Manhattan;Apartment;;Entire home/apt;10038;2;1;0;1.000;;;;;;;;;1
11714217;28/01/2014;1;201401;2014;Amazing big and cozy apt in Astoria;Queens;Apartment;;Entire home/apt;11101;1;1;1;50;;;;;;;;;1
11722972;28/01/2014;1;201401;2014;NYC Apt - Close to Metro & Mnhtn;Queens;Apartment;100;Entire home/apt;11374;7;1;7;300;100;;;;;;;;1
11743520;28/01/2014;1;201401;2014;Private 1 Bedroom Apartment;Staten Island;Apartment;80;Entire home/apt;10314;2;1;9;99;82;;;;;;;;1
11731168;28/01/2014;1;201401;2014;Cosy Bedroom in typical brownstone;Brooklyn;Apartment;100;Private room;11201;1;1;1;100;100;;;;;;;;1
11725324;28/01/2014;1;201401;2014;1 Private Bedroom for rent;Brooklyn;Apartment;90;Private room;11209;1;1;8;55;93;;;;;;;;1
11724145;28/01/2014;1;201401;2014;Beautiful apartment in Park Slope;Brooklyn;Apartment;;Private room;11215;1;1;0;100;;;;;;;;;1
11722310;28/01/2014;1;201401;2014;Beautiful Bright Bushwick Bedroom;Brooklyn;Apartment;50;Private room;11237;1;1;2;50;50;;;;;;;;1
11725595;28/01/2014;1;201401;2014;Private room | 15 min. to Manhattan;Brooklyn;Apartment;;Private room;11237;1;1;0;50;;;;;;;;;1
11733924;28/01/2014;1;201401;2014;Hip East Wburg; Room w/ Queen Bed;Brooklyn;Apartment;40;Private room;11237;1;1;1;55;40;;;;;;;1
11733924;28/01/2014;1;201401;2014;Hip East Williamsburg room;Brooklyn;Apartment;;Private room;11237;1;1;0;55;;;;;;;;;1
11727779;28/01/2014;1;201401;2014;Cozy private room in Trendy BedStuy;Brooklyn;House;;Private room;11205;1;1;0;59;;;;;;;;;1
11721588;28/01/2014;1;201401;2014;Hilton timeshare west 57st;Manhattan;Apartment;;Private room;10019;1;1;0;600;;;;;;;;;1
11725608;28/01/2014;1;201401;2014;PRIVET  ROOM IN NEW YORK MANHATTAN;Manhattan;Apartment;85;Private room;10032;1;1;55;50;89;;;;;;;;1
11725324;28/01/2014;1;201401;2014;Sofa bed for short stay full size;Brooklyn;Apartment;85;Shared room;11209;1;1;3;40;87;;;;;;;;1
11757212;29/01/2014;1;201401;2014;Hart st Flat: 3bdrm; 9guests;Brooklyn;Apartment;70;Entire home/apt;11221;5;1;5;225;72;;;;;;;1
11759781;29/01/2014;1;201401;2014;Spacious; Sunny 1-Bedroom;Brooklyn;Apartment;100;Entire home/apt;11225;1;1;6;120;100;;;;;;;1
11760446;29/01/2014;1;201401;2014;Sunny 1br Prime Williamsburg;Brooklyn;Apartment;100;Entire home/apt;11249;1;1;5;290;100;;;;;;;;1
11753837;29/01/2014;1;201401;2014;Entire Park Slope Brownstone;Brooklyn;House;100;Entire home/apt;11215;6;1;3;349;100;;;;;;;;1
11759885;29/01/2014;1;201401;2014;Charming 2 bedroom NYC apartment;Manhattan;Apartment;;Entire home/apt;10002;3;1;0;239;;;;;;;;;1
11773680;29/01/2014;1;201401;2014;450ft Square Studio in Gramercy NY;Manhattan;Apartment;;Entire home/apt;10010;1;1;0;350;;;;;;;;;1
11771519;29/01/2014;1;201401;2014;Greenwich Village Spacious Studio;Manhattan;Apartment;90;Entire home/apt;10011;1;1;16;200;94;;;;;;;;1
11765978;29/01/2014;1;201401;2014;Quiet Cozy West Village Studio!;Manhattan;Apartment;95;Entire home/apt;10014;1;1;12;160;98;;;;;;;;1
11770140;29/01/2014;1;201401;2014;Charming 1BR in Greenwich Village!;Manhattan;Apartment;;Entire home/apt;10014;2;1;0;249;;;;;;;;;1
11774785;29/01/2014;1;201401;2014;Great studio by Madison Sq Park!;Manhattan;Apartment;100;Entire home/apt;10016;1;1;1;225;100;;;;;;;;1
11771896;29/01/2014;1;201401;2014;Near Columbus Circle and subways;Manhattan;Apartment;100;Entire home/apt;10023;1;1;1;130;100;;;;;;;;1
11774035;29/01/2014;1;201401;2014;Beautiful Studio on West 72nd;Manhattan;Apartment;95;Entire home/apt;10023;2;1;22;200;96;;;;;;;;1
11751452;29/01/2014;1;201401;2014;Modern UES Studio close to it all..;Manhattan;Apartment;95;Entire home/apt;10028;1;1;29;125;96;;;;;;;;1
11774630;29/01/2014;1;201401;2014;Large; Bright Apt Near Central Park;Manhattan;Apartment;90;Entire home/apt;10029;3;1;51;220;94;;;;;;;1
11770428;29/01/2014;1;201401;2014;1-Bedroom Super Clean Harlem Duplex;Manhattan;Apartment;100;Entire home/apt;10031;2;1;1;300;100;;;;;;;;1
11755223;29/01/2014;1;201401;2014;Spacious Sunnyside 1BD off the 7;Queens;Apartment;95;Entire home/apt;11377;1;1;7;100;97;;;;;;;;1
11757212;29/01/2014;1;201401;2014;Best Room in Bushwick;Brooklyn;Apartment;90;Private room;11221;1;1;33;49;93;;;;;;;;1
11757212;29/01/2014;1;201401;2014;Luxury Hostel Suite;Brooklyn;Apartment;95;Private room;11221;1;1;11;70;98;;;;;;;;1
11757212;29/01/2014;1;201401;2014;Skylight on Hart;Brooklyn;Apartment;95;Private room;11221;1;1;11;55;95;;;;;;;;1
11757212;29/01/2014;1;201401;2014;The Haven: 2-4ppl;Brooklyn;Apartment;85;Private room;11221;2;1;15;85;89;;;;;;;;1
11759885;29/01/2014;1;201401;2014;Unique Lower East Side loft 2BR;Manhattan;Apartment;;Private room;10002;2;1;0;200;;;;;;;;;1
11770803;29/01/2014;1;201401;2014;Your Mod Oasis High Above Manhattan;Manhattan;Apartment;100;Private room;10036;1;1;17;150;100;;;;;;;;1
11792833;30/01/2014;1;201401;2014;Cosy apt in the heart of Brooklyn;Brooklyn;Apartment;90;Entire home/apt;11217;1;1;5;180;92;;;;;;;;1
11778114;30/01/2014;1;201401;2014;Midwood Aerie - Bright  & Private!;Brooklyn;House;95;Entire home/apt;11210;1;1;20;140;97;;;;;;;;1
11802654;30/01/2014;1;201401;2014;Centrally located apt in Chelsea;Manhattan;Apartment;100;Entire home/apt;10001;2;1;1;255;100;;;;;;;;1
11786734;30/01/2014;1;201401;2014;Stunning 2600ft full floor LOFT;Manhattan;Apartment;100;Entire home/apt;10011;3;1;1;1.850;100;;;;;;;;1
11793333;30/01/2014;1;201401;2014;Huge Loft heart of Upper West Side;Manhattan;Apartment;100;Entire home/apt;10024;4;1;24;650;100;;;;;;;;1
11803390;30/01/2014;1;201401;2014;Modern Studio Near Central Park;Manhattan;Apartment;;Entire home/apt;10025;1;1;0;200;;;;;;;;;1
11790239;30/01/2014;1;201401;2014;Harlem cosy renovated unit for two;Manhattan;Apartment;;Entire home/apt;10030;1;1;0;77;;;;;;;;;1
11790239;30/01/2014;1;201401;2014;West Harlem large beautiful studio;Manhattan;Apartment;100;Entire home/apt;10030;1;1;4;180;100;;;;;;;;1
11783325;30/01/2014;1;201401;2014;Theatre district; $170 night;Manhattan;Apartment;80;Entire home/apt;10036;1;1;13;140;83;;;;;;;1
11788949;30/01/2014;1;201401;2014;Spacious; Sunny; Quiet 1 bdrm UES;Manhattan;Apartment;100;Entire home/apt;10075;1;1;4;200;100;;;;;;1
11796166;30/01/2014;1;201401;2014;Private Studio near Central Park;Manhattan;Apartment;;Entire home/apt;10075;3;1;0;320;;;;;;;;;1
11790431;30/01/2014;1;201401;2014;Fully Private Apartment w/ Parking;Queens;Apartment;90;Entire home/apt;11367;2;1;29;80;90;;;;;;;;1
11790025;30/01/2014;1;201401;2014;Spacious Bedroom with Private Bath;Brooklyn;Apartment;;Private room;11216;1;1;0;60;;;;;;;;;1
11786001;30/01/2014;1;201401;2014;Lovely apt steps from Central Park!;Manhattan;Apartment;;Private room;10029;1;1;0;99;;;;;;;;;1
11783325;30/01/2014;1;201401;2014;Manhattan - cheap NY location;Manhattan;Apartment;85;Private room;10036;1;1;14;95;88;;;;;;;;1
11808430;31/01/2014;1;201401;2014;Great Loft Studio on Bedford ave;Brooklyn;Apartment;90;Entire home/apt;11211;4;1;31;180;92;;;;;;;;1
11816453;31/01/2014;1;201401;2014;Lovely 2-Bedroom Near Prospect Park;Brooklyn;Apartment;;Entire home/apt;11215;1;1;0;150;;;;;;;;;1
11811612;31/01/2014;1;201401;2014;Quiet brownstone appartment;Brooklyn;Apartment;85;Entire home/apt;11238;3;1;8;130;88;;;;;;;;1
11814459;31/01/2014;1;201401;2014;Greenwich Village/SoHo 1 Bed;Manhattan;Apartment;95;Entire home/apt;10012;1;1;16;150;95;;;;;;;;1
11804037;31/01/2014;1;201401;2014;Spacious Upper East Side Studio;Manhattan;Apartment;90;Entire home/apt;10075;1;1;12;160;92;;;;;;;;1
11825782;31/01/2014;1;201401;2014;Quite Ft. Greene Room w/ Backyard;Brooklyn;Apartment;;Private room;11217;1;1;0;100;;;;;;;;;1
11818012;31/01/2014;1;201401;2014;Spacious Room in an Amazing Apt!;Brooklyn;Apartment;95;Private room;11238;1;1;6;75;97;;;;;;;;1
11818012;31/01/2014;1;201401;2014;Sunny; single room in Amazing Apt!;Brooklyn;Apartment;95;Private room;11238;1;1;5;65;96;;;;;;;1
11826603;31/01/2014;1;201401;2014;Charming spacious bedroom!!;Manhattan;Apartment;85;Private room;10032;1;1;11;75;89;;;;;;;;1
11827364;31/01/2014;1;201401;2014;Garden apt 15 mins from Manhattan;Queens;Apartment;85;Private room;11104;1;1;5;72;88;;;;;;;;1
11819802;31/01/2014;1;201401;2014;Charming Astoria Apartment;Queens;Dorm;;Private room;11106;2;1;0;200;;;;;;;;;1
11828324;01/02/2014;2;201402;2014;Sunlit basement studio in Manhattan;Manhattan;Apartment;85;Entire home/apt;10029;1;1;12;111;88;;;;;;;;1
11828951;01/02/2014;2;201402;2014;Charming; Cosy  & Spacy room !;Brooklyn;Apartment;100;Private room;11226;1;1;1;60;100;;;;;;;1
11837926;01/02/2014;2;201402;2014;A single room that converts NYC;Manhattan;Apartment;100;Private room;10019;1;1;5;125;100;;;;;;;;1
11837926;01/02/2014;2;201402;2014;Great Room In Mid Town New York NYC;Manhattan;Apartment;95;Private room;10019;1;1;8;135;95;;;;;;;;1
11837926;01/02/2014;2;201402;2014;Great Room in Times Square New York;Manhattan;Apartment;95;Private room;10019;1;1;15;125;99;;;;;;;;1
11837926;01/02/2014;2;201402;2014;PRIVATE BEDROOM WITH PVT BATHROOM;Manhattan;Apartment;100;Private room;10019;1;1;11;140;100;;;;;;;;1
11841703;01/02/2014;2;201402;2014;Charming Private Rm in Sunny Flat;Manhattan;Apartment;95;Private room;10026;1;1;18;80;96;;;;;;;;1
11847492;01/02/2014;2;201402;2014;SPACIOUS BEDROOM WITH PRIVATE BATH!;Manhattan;Apartment;95;Private room;10029;1;1;82;114;97;;;;;;;;1
11851485;01/02/2014;2;201402;2014;Large; Sunny & Cosy Bedroom;Manhattan;Apartment;;Private room;10034;1;1;0;53;;;;;;;;1
11845040;01/02/2014;2;201402;2014;Charming Upper East Side NYC apt;Manhattan;Apartment;90;Private room;10128;1;1;9;132;93;;;;;;;;1
11843789;01/02/2014;2;201402;2014;Inviting Modern Room in Cozy Home;Queens;House;90;Private room;11377;2;1;14;120;92;;;;;;;;1
11865651;02/02/2014;2;201402;2014;Brooklyn brownstone apartment;Brooklyn;Apartment;85;Entire home/apt;11221;1;1;3;95;87;;;;;;;;1
11875004;02/02/2014;2;201402;2014;Beautiful Studio in the heart of EV;Manhattan;Apartment;;Entire home/apt;10009;1;1;0;2.250;;;;;;;;;1
11878036;02/02/2014;2;201402;2014;Amazing 1 bedroom suite in Chelsea;Manhattan;Apartment;80;Entire home/apt;10011;2;1;14;260;84;;;;;;;;1
11873530;02/02/2014;2;201402;2014;Cute studio in great location UWS;Manhattan;Apartment;;Entire home/apt;10023;1;1;0;150;;;;;;;;;1
11884842;02/02/2014;2;201402;2014;Partially Furnished 3BR - UES;Manhattan;Apartment;;Entire home/apt;10028;1;1;0;150;;;;;;;;;1
11864967;02/02/2014;2;201402;2014;Studio in Harlem;Manhattan;Apartment;95;Entire home/apt;10035;1;1;8;125;95;;;;;;;;1
11885649;02/02/2014;2;201402;2014;A spacious studio in Midtown / UES;Manhattan;Apartment;;Entire home/apt;10065;2;1;0;130;;;;;;;;;1
11881041;02/02/2014;2;201402;2014;Quiet  1 BR 15min to Manhattan;Queens;Apartment;;Entire home/apt;11101;2;1;0;90;;;;;;;;;1
11876825;02/02/2014;2;201402;2014;Cozy Nook in a Unique Loft;Brooklyn;Apartment;95;Private room;11206;1;1;43;74;95;;;;;;;;1
11868856;02/02/2014;2;201402;2014;YOUR BEST BROOKLYN HOME;Brooklyn;Apartment;90;Private room;11220;1;1;2;65;90;;;;;;;;1
11866840;02/02/2014;2;201402;2014;Clean; Quiet Greenpoint Railroad;Brooklyn;Apartment;85;Private room;11222;1;1;6;55;87;;;;;;;1
11868856;02/02/2014;2;201402;2014;THIS IS YOUR BEST BROOKLYN HOME;Brooklyn;House;100;Private room;11220;1;1;2;65;100;;;;;;;;1
11854835;02/02/2014;2;201402;2014;Close to everything in NYC!!;Manhattan;Apartment;95;Private room;10001;1;1;9;120;98;;;;;;;;1
11861244;02/02/2014;2;201402;2014;1 room available;Manhattan;Apartment;;Private room;10065;1;1;0;300;;;;;;;;;1
11895924;03/02/2014;2;201402;2014;SUNNY ROOFTOP GARDEN; Renovated APT;Brooklyn;Apartment;90;Entire home/apt;11207;5;1;31;90;94;;;;;;;1
11895924;03/02/2014;2;201402;2014;SUNNY; Peaceful; Renovated;Brooklyn;Apartment;90;Entire home/apt;11207;5;1;31;85;93;;;;;;1
11915360;03/02/2014;2;201402;2014;Renovated Studio/loft with Balcony;Brooklyn;Apartment;95;Entire home/apt;11218;1;1;9;140;96;;;;;;;;1
11915544;03/02/2014;2;201402;2014;Huge 2 bed 2 bath Apartment!;Brooklyn;Apartment;90;Entire home/apt;11225;2;1;4;209;90;;;;;;;;1
11917862;03/02/2014;2;201402;2014;Perfect East Village 1bed Apt;Manhattan;Apartment;;Entire home/apt;10009;1;1;1;150;;;;;;;;;1
11898556;03/02/2014;2;201402;2014;Luxury Oasis - Private Roof Terrace;Manhattan;Apartment;;Entire home/apt;10011;2;1;0;700;;;;;;;;;1
11902995;03/02/2014;2;201402;2014;Charming Studio in Lower Chelsea;Manhattan;Apartment;95;Entire home/apt;10011;1;1;4;200;95;;;;;;;;1
11894522;03/02/2014;2;201402;2014;BEAUTIFUL CONDO IN TIMES SQUARE;Manhattan;Apartment;100;Entire home/apt;10019;3;1;4;350;100;;;;;;;;1
11888010;03/02/2014;2;201402;2014;Hamilton Heights Brownstone Rental3;Manhattan;Apartment;60;Entire home/apt;10031;2;1;1;105;60;;;;;;;;1
11888010;03/02/2014;2;201402;2014;Historic Tranquil Charming  4;Manhattan;Apartment;;Entire home/apt;10031;2;1;1;125;;;;;;;;;1
11888010;03/02/2014;2;201402;2014;Historical Hamilton Heights Studio;Manhattan;Apartment;;Entire home/apt;10031;2;1;0;105;;;;;;;;;1
11915360;03/02/2014;2;201402;2014;Chic 1BR apt in Washington Heights!;Manhattan;Apartment;90;Entire home/apt;10033;1;1;27;120;90;;;;;;;;1
11914004;03/02/2014;2;201402;2014;Cozy Artist Household in Bed Stuy;Brooklyn;Apartment;100;Private room;11221;1;1;2;35;100;;;;;;;;1
11897697;03/02/2014;2;201402;2014;BK phtogphrs sunny room yard/bath!;Brooklyn;House;;Private room;11221;1;1;0;58;;;;;;;;;1
11896367;03/02/2014;2;201402;2014;Cozy Private Room;Manhattan;Apartment;85;Private room;10025;1;1;5;85;88;;;;;;;;1
11888010;03/02/2014;2;201402;2014;Historic Tranquil Charming 6;Manhattan;Apartment;;Private room;10031;2;1;0;115;;;;;;;;;1
11951100;04/02/2014;2;201402;2014;Beautiful Place for Family & Friend;Brooklyn;Apartment;90;Entire home/apt;11210;3;1;34;175;90;;;;;;;;1
