Host Id,Host Since,mes,anio,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,AA,AB,AC,AD,AE,AF,AG,cant
672131,06/06/2011,6,2011,Apt on L train/Jefferson (Room A),Brooklyn,Apartment,100,Private room,11237,1,1,1,90,100,,,,,,,,1
672131,06/06/2011,6,2011,Apt on L train/Jefferson (Room B),Brooklyn,Apartment,100,Private room,11237,1,1,4,80,100,,,,,,,,1
672510,06/06/2011,6,2011,Cute, comfortable room in Gramercy,Manhattan,Apartment,90,Private room,10010,1,1,48,55,93,,,,,,,1
672489,06/06/2011,6,2011,Sunny Studio Central Park/Columbia,Manhattan,Apartment,90,Private room,10026,1,1,2,110,90,,,,,,,,1
670703,06/06/2011,6,2011,Clean & cozy 1 stop to GrandCentral,Queens,Apartment,100,Private room,11101,1,1,2,80,100,,,,,,,,1
673406,07/06/2011,6,2011,A Little Palace in a Brooklyn Loft!,Brooklyn,Loft,95,Entire home/apt,11237,3,1,26,1.500,99,,,,,,,,1
674581,07/06/2011,6,2011,Huge Open Loft / Amazing Sunlight,Brooklyn,Loft,95,Entire home/apt,11249,1,1,12,200,96,,,,,,,,1
676480,07/06/2011,6,2011,Luxury designer loft in the sky.,Manhattan,Apartment,100,Entire home/apt,10005,1,1,2,225,100,,,,,,,,1
676997,07/06/2011,6,2011,BRIGHT & COZY ROOM June 2015,Bronx,Apartment,,Private room,10454,1,1,0,38,,,,,,,,,1
673223,07/06/2011,6,2011,One Private Bedroom/ Crown Heights,Brooklyn,Apartment,,Private room,11216,1,1,1,49,,,,,,,,,1
676565,07/06/2011,6,2011,Cozy private room in 2 bedroom 2 ba,Brooklyn,Apartment,,Private room,11221,1,1,0,89,,,,,,,,,1
675121,07/06/2011,6,2011,PRIVATE STUDIO: OWN BATH&ENTRANCE,Manhattan,Apartment,90,Private room,10025,2,1,44,77,93,,,,,,,,1
676810,07/06/2011,6,2011,Beautiful Spacious Room in Wash Hts,Manhattan,Apartment,90,Private room,10040,1,1,24,75,91,,,,,,,,1
676565,07/06/2011,6,2011,Comfy Couch in Bushwick,Brooklyn,Apartment,,Shared room,11221,1,1,0,69,,,,,,,,,1
680818,08/06/2011,6,2011,Spacious,Sunny, private one bedroom,Brooklyn,Apartment,85,Entire home/apt,11216,1,1,39,90,86,,,,,,1
679157,08/06/2011,6,2011,Lwr East/Village Loft/Luxury Bldg,Manhattan,Apartment,90,Entire home/apt,10002,1,1,12,199,93,,,,,,,,1
679037,08/06/2011,6,2011,Times Sq/Theater District Apt for 2,Manhattan,Apartment,90,Entire home/apt,10036,1,1,5,200,92,,,,,,,,1
680096,08/06/2011,6,2011,Private Room in Red Hook,Brooklyn,Apartment,,Private room,11231,1,1,0,75,,,,,,,,,1
683027,09/06/2011,6,2011,Lovely 2BR in Historic Neighborhood,Brooklyn,Apartment,90,Entire home/apt,11230,3,1,30,80,93,,,,,,,,1
683975,09/06/2011,6,2011,NYC Brooklyn Jewel Near Subway,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,5,145,95,,,,,,,,1
684966,09/06/2011,6,2011,Lrg Apt in trendy Prospect Hts, Bk,Brooklyn,Apartment,90,Entire home/apt,11238,3,1,65,135,92,,,,,,,1
682513,09/06/2011,6,2011,Sunny Apartment in West Village,Manhattan,Apartment,90,Entire home/apt,10014,1,1,31,250,93,,,,,,,,1
683230,09/06/2011,6,2011,A Little West Village Charm...,Manhattan,Apartment,90,Entire home/apt,10014,1,1,42,325,93,,,,,,,,1
683230,09/06/2011,6,2011,West Village Penthouse & Roofdeck,Manhattan,Apartment,,Entire home/apt,10014,2,1,0,475,,,,,,,,,1
683794,09/06/2011,6,2011,Modern, cozy artist's escape in WV,Manhattan,Apartment,100,Entire home/apt,10014,1,1,1,250,100,,,,,,,1
683142,09/06/2011,6,2011,Cozy Manhattan Studio,Manhattan,Apartment,90,Entire home/apt,10016,1,1,23,105,92,,,,,,,,1
684629,09/06/2011,6,2011,Oversized Studio By Columbus Circle,Manhattan,Apartment,80,Entire home/apt,10019,1,1,2,189,80,,,,,,,,1
683230,09/06/2011,6,2011,Upper West Side Penthouse Charm,Manhattan,Apartment,85,Entire home/apt,10023,2,1,16,325,87,,,,,,,,1
682381,09/06/2011,6,2011,Gigantic airy brownstone room,Brooklyn,Apartment,90,Private room,11216,1,1,7,72,94,,,,,,,,1
683975,09/06/2011,6,2011,Holiday Time in NY - Oh My!!,Brooklyn,Apartment,90,Private room,11238,1,1,69,89,94,,,,,,,,1
683027,09/06/2011,6,2011,cozy room in east Harlem,Manhattan,Apartment,90,Private room,10029,1,1,32,65,94,,,,,,,,1
681225,09/06/2011,6,2011,Urban Zen - Room On The Water!,Queens,Apartment,100,Private room,11693,1,1,6,88,100,,,,,,,,1
686494,10/06/2011,6,2011,Boerum Hill 2BR Garden Apartment,Brooklyn,Apartment,90,Entire home/apt,11217,3,1,50,203,94,,,,,,,,1
686768,10/06/2011,6,2011,Affordable Furnished Apartment,Brooklyn,Apartment,95,Entire home/apt,11217,2,1,83,100,96,,,,,,,,1
686494,10/06/2011,6,2011,4BR Light-filled Boerum Hill Duplex,Brooklyn,House,95,Entire home/apt,11217,4,1,15,350,96,,,,,,,,1
687361,10/06/2011,6,2011,Contemporary Architect's Brownstone,Brooklyn,House,90,Entire home/apt,11217,4,1,20,495,91,,,,,,,,1
685536,10/06/2011,6,2011,AWESOME WILLIAMSBURG 4B ARTIST LOFT,Brooklyn,Loft,85,Entire home/apt,11211,5,1,68,179,86,,,,,,,,1
686147,10/06/2011,6,2011,East Village, King-Sized, Charmer,Manhattan,Apartment,85,Entire home/apt,10009,2,1,44,185,88,,,,,,1
685129,10/06/2011,6,2011,Hideaway in Harlem!,Manhattan,Apartment,,Entire home/apt,10027,2,1,0,305,,,,,,,,,1
688082,10/06/2011,6,2011,Large private Apt w huge T.V.!,Manhattan,Apartment,80,Entire home/apt,10065,2,1,45,220,82,,,,,,,,1
687450,10/06/2011,6,2011,Charming Studio in Bed Stuy,Brooklyn,Apartment,,Private room,11216,1,1,0,85,,,,,,,,,1
686652,10/06/2011,6,2011,BUSHWICK LOFT- CLEAN & STYLISH,Brooklyn,Apartment,,Private room,11237,2,1,0,75,,,,,,,,,1
686652,10/06/2011,6,2011,Private room in airy  Bushwick loft,Brooklyn,Apartment,80,Private room,11237,1,1,2,70,80,,,,,,,,1
688147,10/06/2011,6,2011,Private rm in warm artsy Brklyn apt,Brooklyn,Apartment,100,Private room,11238,1,1,1,55,100,,,,,,,,1
686813,10/06/2011,6,2011,Gpoint Room - Brooklyn garden views,Brooklyn,House,100,Private room,11222,1,1,2,55,100,,,,,,,,1
686813,10/06/2011,6,2011,Lovely room, bath, kitchen in house,Brooklyn,House,95,Private room,11222,1,1,11,60,98,,,,,,1
685876,10/06/2011,6,2011,Bright Room in Williamsburg Loft,Brooklyn,Loft,90,Private room,11249,1,1,6,70,90,,,,,,,,1
686618,10/06/2011,6,2011,Send off summer in Central Park,Manhattan,Apartment,,Private room,10029,1,1,0,108,,,,,,,,,1
687750,10/06/2011,6,2011,Super Big Sunny room. Great view!!!,Manhattan,Apartment,85,Private room,10044,2,1,9,999,88,,,,,,,,1
686385,10/06/2011,6,2011,Shared Living Room space,Queens,Apartment,,Shared room,11385,1,1,0,50,,,,,,,,,1
690965,11/06/2011,6,2011,Compact, clean and cozy LES 1BD,Manhattan,Apartment,85,Entire home/apt,10002,1,1,19,150,88,,,,,,,1
689018,11/06/2011,6,2011,Amazing 2 Bedroom Flat - Village,Manhattan,Apartment,90,Entire home/apt,10003,3,1,1,249,91,,,,,,,,1
689018,11/06/2011,6,2011,Fantastic Centrally Located Flat,Manhattan,Apartment,,Entire home/apt,10003,1,1,0,199,,,,,,,,,1
690155,11/06/2011,6,2011,Empty Apartment,Manhattan,Apartment,,Entire home/apt,10023,1,1,0,125,,,,,,,,,1
690190,11/06/2011,6,2011,Charming & cozy / great stay NYC,Manhattan,Apartment,80,Entire home/apt,10025,1,1,3,125,80,,,,,,,,1
690190,11/06/2011,6,2011,Place of charm and character in NYC,Manhattan,Apartment,90,Entire home/apt,10025,1,1,4,125,90,,,,,,,,1
690190,11/06/2011,6,2011,Upper West Side cozy stay in NYC,Manhattan,Apartment,85,Entire home/apt,10025,1,1,22,135,86,,,,,,,,1
690837,11/06/2011,6,2011,Cozy Room in The Heart of Bushwick,Brooklyn,Apartment,,Private room,11206,1,1,0,60,,,,,,,,,1
689018,11/06/2011,6,2011,Amazingly located Village Flat!,Manhattan,Apartment,95,Private room,10003,1,1,9,135,98,,,,,,,,1
690405,11/06/2011,6,2011,Spacious private room in New York,Queens,Apartment,,Private room,11105,1,1,0,50,,,,,,,,,1
693169,12/06/2011,6,2011,Garden Apt in Heart of Park Slope,Brooklyn,Apartment,90,Entire home/apt,11215,1,1,4,150,93,,,,,,,,1
693043,12/06/2011,6,2011,Alcove Studio Apartment  Large,Manhattan,Apartment,85,Entire home/apt,10021,2,1,5,150,88,,,,,,,,1
693043,12/06/2011,6,2011,Sunny Cozy one bedroom apartment,Manhattan,Apartment,85,Entire home/apt,10028,3,1,3,200,87,,,,,,,,1
693962,12/06/2011,6,2011,NYC Loft Studio Dec. 15 - Jan. 4,Manhattan,Apartment,,Private room,10010,1,1,0,250,,,,,,,,,1
693815,12/06/2011,6,2011,Canal Street bedroom,Manhattan,Apartment,,Private room,10013,1,1,0,75,,,,,,,,,1
696809,13/06/2011,6,2011,Open Plan Garden Apartment,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,19,190,98,,,,,,,,1
696413,13/06/2011,6,2011,Gorgeous East Village with Balcony,Manhattan,Apartment,85,Entire home/apt,10003,2,1,88,250,88,,,,,,,,1
696487,13/06/2011,6,2011,Art Deco NYC Upper West 2br Apt,Manhattan,Apartment,,Entire home/apt,10024,2,1,0,300,,,,,,,,,1
696930,13/06/2011,6,2011,Sunny room in Park Slope, Brooklyn,Brooklyn,Apartment,,Private room,11217,1,1,1,99,,,,,,,,1
696306,13/06/2011,6,2011,Huge Sunny Bedroom in Kensington,Brooklyn,Apartment,85,Private room,11218,1,1,27,70,88,,,,,,,,1
697442,13/06/2011,6,2011,Sunny+Cozy Double bedroom in BKLYN!,Brooklyn,Apartment,95,Private room,11226,1,1,107,72,95,,,,,,,,1
697442,13/06/2011,6,2011,Tranquil Single Bedroom in BKLYN!,Brooklyn,Apartment,90,Private room,11226,1,1,72,63,94,,,,,,,,1
697975,13/06/2011,6,2011,Brand new, sunny, amazing kitchen,Brooklyn,Apartment,80,Private room,11230,3,1,1,39,80,,,,,,1
694931,13/06/2011,6,2011,Gorgeous Room avail for Winter Stay,Brooklyn,Apartment,80,Private room,11238,1,1,1,74,80,,,,,,,,1
696890,13/06/2011,6,2011,SPACIUS BEDROOM IN CUTE UES FLAT,Manhattan,Apartment,100,Private room,10128,1,1,3,90,100,,,,,,,,1
703023,14/06/2011,6,2011,Our beautiful apt in Fort Greene,Brooklyn,Apartment,100,Entire home/apt,11205,2,1,1,205,100,,,,,,,,1
700913,14/06/2011,6,2011,Vintage Williamsburg 1BR near park!,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,6,185,87,,,,,,,,1
699759,14/06/2011,6,2011,Prospect Heights Beauty 1BR w/patio,Brooklyn,Apartment,90,Entire home/apt,11216,2,1,37,150,92,,,,,,,,1
702639,14/06/2011,6,2011,Luxury 1 BD City Views + Roof Deck,Brooklyn,Apartment,95,Entire home/apt,11217,1,1,6,180,97,,,,,,,,1
700224,14/06/2011,6,2011,Trendy Brooklyn Duplex with Garden,Brooklyn,House,,Entire home/apt,11217,3,1,0,239,,,,,,,,,1
702419,14/06/2011,6,2011,2 areas for couples + 2 areas for 1,Manhattan,Apartment,90,Entire home/apt,10001,4,1,29,300,94,,,,,,,,1
701571,14/06/2011,6,2011,Amazing Studio in East Village,Manhattan,Apartment,95,Entire home/apt,10009,2,1,11,141,96,,,,,,,,1
702594,14/06/2011,6,2011,Huge East Village 1 Bed Apartment,Manhattan,Apartment,70,Entire home/apt,10009,2,1,9,160,73,,,,,,,,1
702964,14/06/2011,6,2011,Quiet West Village Studio for rent,Manhattan,Apartment,90,Entire home/apt,10014,1,1,6,240,92,,,,,,,,1
700231,14/06/2011,6,2011,West Harlem Apartment,Manhattan,Apartment,,Entire home/apt,10031,2,1,0,500,,,,,,,,,1
703016,14/06/2011,6,2011,Subletting my Beautiful apartment,Manhattan,Apartment,95,Entire home/apt,10065,1,1,7,150,96,,,,,,,,1
700499,14/06/2011,6,2011,Spacious Room! (15 min to M'hattan),Brooklyn,Apartment,95,Private room,11206,1,1,7,85,97,,,,,,,,1
700224,14/06/2011,6,2011,Trendy Master Bedroom with Garden,Brooklyn,Apartment,,Private room,11217,1,1,0,150,,,,,,,,,1
702171,14/06/2011,6,2011,Bright, spacious room in Greenpoint,Brooklyn,Apartment,,Private room,11222,1,1,0,70,,,,,,,,1
702998,14/06/2011,6,2011,Sunny big room, 25 min to Manhattan,Queens,Apartment,95,Private room,11374,2,1,52,68,97,,,,,,,1
706623,15/06/2011,6,2011,Gorgeous, Family-Friendly, NYC Apt!,Brooklyn,Apartment,100,Entire home/apt,11237,2,1,2,149,100,,,,,,1
706228,15/06/2011,6,2011,Comfortable 1BR in Upscale NYC Area,Manhattan,Apartment,75,Entire home/apt,10075,3,1,30,149,79,,,,,,,,1
705832,15/06/2011,6,2011,Luxury, renovated, SOHO loft!,Manhattan,Loft,90,Entire home/apt,10012,2,1,15,400,94,,,,,,1
706623,15/06/2011,6,2011,Beautiful Brooklyn Apartment Share,Brooklyn,Apartment,90,Private room,11237,1,1,3,69,93,,,,,,,,1
707135,15/06/2011,6,2011,Clean and Spacious Apartment/ Room,Manhattan,Apartment,,Private room,10029,1,1,0,99,,,,,,,,,1
709434,16/06/2011,6,2011,3 bedroom triplex,Brooklyn,Apartment,95,Entire home/apt,11218,3,1,29,250,97,,,,,,,,1
710454,16/06/2011,6,2011,The Brooklyn Space,Brooklyn,Apartment,80,Entire home/apt,11222,1,1,2,95,80,,,,,,,,1
710916,16/06/2011,6,2011,Landmark Cottage, Brownstone block,Brooklyn,House,95,Entire home/apt,11216,3,1,42,210,97,,,,,,,1
708772,16/06/2011,6,2011,20% Discount - Best Block in NYC,Manhattan,Apartment,85,Entire home/apt,10002,2,1,49,249,88,,,,,,,,1
710782,16/06/2011,6,2011,Smart Lower East Side Hideaway,Manhattan,Apartment,,Entire home/apt,10002,1,1,0,180,,,,,,,,,1
708772,16/06/2011,6,2011,25% Off - West Village w/ Rooftop,Manhattan,Apartment,,Entire home/apt,10014,2,1,1,559,,,,,,,,,1
709334,16/06/2011,6,2011,Stunning Penthouse Duplex w/Terrace,Manhattan,Apartment,90,Entire home/apt,10027,2,1,27,295,94,,,,,,,,1
710526,16/06/2011,6,2011,1BR SUBLET in WASHINGTON HEIGHTS,Manhattan,Apartment,,Entire home/apt,10033,1,1,0,64,,,,,,,,,1
709334,16/06/2011,6,2011,Beautiful Duplex w/Private Garden,Manhattan,House,95,Entire home/apt,10027,2,1,30,295,98,,,,,,,,1
709334,16/06/2011,6,2011,LUXURY HUGE MODERN near CENTRAL PRK,Manhattan,House,95,Entire home/apt,10027,2,1,16,175,95,,,,,,,,1
710669,16/06/2011,6,2011,Beautiful room fully furnished,Manhattan,Apartment,70,Private room,10035,1,1,4,69,73,,,,,,,,1
710669,16/06/2011,6,2011,Furnished Room near Central Park,Manhattan,Apartment,90,Private room,10035,1,1,3,59,90,,,,,,,,1
713454,17/06/2011,6,2011,HUGE 1b Sunny Apt, Convenient, Park,Brooklyn,Apartment,95,Entire home/apt,11225,1,1,11,122,96,,,,,,1
713747,17/06/2011,6,2011,Clean New Modern,Manhattan,Apartment,,Entire home/apt,10001,1,1,0,250,,,,,,,,,1
712453,17/06/2011,6,2011,Large Artist Home/Studio,Manhattan,Apartment,75,Entire home/apt,10002,1,1,14,160,77,,,,,,,,1
714304,17/06/2011,6,2011,Beautiful Riverdale Apartment,Bronx,Apartment,100,Private room,10463,1,1,4,99,100,,,,,,,,1
713116,17/06/2011,6,2011,Beautiful & Sunny in Clinton Hill,Brooklyn,Apartment,60,Private room,11205,1,1,1,72,60,,,,,,,,1
711145,17/06/2011,6,2011,Lovely Room in Williamsburg Loft,Brooklyn,Loft,95,Private room,11211,1,1,32,120,98,,,,,,,,1
714200,17/06/2011,6,2011,One Fabulous Private Room,Manhattan,Apartment,95,Private room,10040,1,1,115,69,95,,,,,,,,1
715773,18/06/2011,6,2011,Sunny Big Williamsburg Apt!,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,8,150,97,,,,,,,,1
716066,18/06/2011,6,2011,Like a farmhouse in the city,Brooklyn,Apartment,,Entire home/apt,11221,2,1,0,150,,,,,,,,,1
716064,18/06/2011,6,2011,Old Garage Designer Loft,Brooklyn,Loft,95,Entire home/apt,11211,3,1,15,270,97,,,,,,,,1
715807,18/06/2011,6,2011,NYC - Sunny Greenwich Village 1br,Manhattan,Apartment,95,Entire home/apt,10012,1,1,18,175,97,,,,,,,,1
717220,18/06/2011,6,2011,Lovely Studio At Central Park,Manhattan,Apartment,80,Entire home/apt,10128,2,1,7,120,80,,,,,,,,1
716306,18/06/2011,6,2011,Artsy, bright room 20 min from NYC!,Bronx,House,90,Private room,10470,1,1,33,57,91,,,,,,,1
717060,18/06/2011,6,2011,Cozy and quiet w/private bathroom,Brooklyn,House,95,Private room,11220,1,1,6,65,97,,,,,,,,1
717327,18/06/2011,6,2011,Spacious Loft Artist Room,Brooklyn,Loft,,Private room,11206,1,1,0,40,,,,,,,,,1
720558,19/06/2011,6,2011,Pk Slope-Sunny quiet homelike suite,Brooklyn,Apartment,90,Entire home/apt,11215,2,1,51,124,93,,,,,,,,1
717562,19/06/2011,6,2011,Luxury Pad NYC - Williamsburg Loft,Brooklyn,Loft,100,Entire home/apt,11211,1,1,5,220,100,,,,,,,,1
718349,19/06/2011,6,2011,Columbia U Upper West Side C Park,Manhattan,Apartment,85,Entire home/apt,10025,2,1,45,159,88,,,,,,,,1
719663,19/06/2011,6,2011,Sunny & Cozy Brooklyn Apartment,Brooklyn,Apartment,,Private room,11206,1,1,0,100,,,,,,,,,1
718630,19/06/2011,6,2011,Location, Location, Location,Brooklyn,Apartment,100,Private room,11249,1,1,1,50,100,,,,,,1
721267,20/06/2011,6,2011,Sunny 1BR Overlooking Prospect Park,Brooklyn,Apartment,100,Entire home/apt,11225,2,1,1,125,100,,,,,,,,1
722831,20/06/2011,6,2011,Stunning 1Br on the Highline,Manhattan,Apartment,,Entire home/apt,10001,1,1,0,400,,,,,,,,,1
723184,20/06/2011,6,2011,Quintessential Lower East Side 1BR,Manhattan,Apartment,95,Entire home/apt,10002,1,1,6,162,96,,,,,,,,1
722702,20/06/2011,6,2011,Beautiful 1br in Prime West Village,Manhattan,Apartment,90,Entire home/apt,10014,1,1,13,250,93,,,,,,,,1
724146,20/06/2011,6,2011,Beautiful, large 1br in Manhattan,Manhattan,Apartment,100,Entire home/apt,10016,1,1,2,150,100,,,,,,,1
722320,20/06/2011,6,2011,Astoria Home /parking/1st Floor,Queens,House,95,Entire home/apt,11103,2,1,181,129,96,,,,,,,,1
722320,20/06/2011,6,2011,Entire House near NYC-Astoria,Queens,House,,Entire home/apt,11103,5,1,0,250,,,,,,,,,1
724817,20/06/2011,6,2011,Cozy artist's lofted room with bath,Brooklyn,Apartment,,Private room,11205,1,1,0,75,,,,,,,,,1
723828,20/06/2011,6,2011,Beautiful and Spacious Brownstone,Brooklyn,Apartment,,Private room,11213,2,1,0,70,,,,,,,,,1
724946,20/06/2011,6,2011,Stay Super Bowl weekend in NYC,Manhattan,Apartment,95,Private room,10003,1,1,1,295,97,,,,,,,,1
727585,21/06/2011,6,2011,15 Mins to NYC - Washer&Dryer,Brooklyn,Apartment,100,Entire home/apt,11216,2,1,53,92,100,,,,,,,,1
725319,21/06/2011,6,2011,Spacious 1BR with outdoor space,Brooklyn,Apartment,,Entire home/apt,11222,1,1,0,120,,,,,,,,,1
726333,21/06/2011,6,2011,Lower East Side 2 Bed Apt. for Rent,Manhattan,Apartment,100,Entire home/apt,10002,3,1,4,275,100,,,,,,,,1
725447,21/06/2011,6,2011,Spacious East Village Apartment,Manhattan,Apartment,85,Entire home/apt,10009,3,1,8,499,88,,,,,,,,1
728004,21/06/2011,6,2011,1 Bedroom Near Shows & Times Square,Manhattan,Apartment,95,Entire home/apt,10019,1,1,30,205,98,,,,,,,,1
727039,21/06/2011,6,2011,Neat comfy abode in hip fun hood,Brooklyn,Apartment,100,Private room,11211,1,1,1,55,100,,,,,,,,1
728635,21/06/2011,6,2011,Big room. Big apt. Best corner.,Brooklyn,Apartment,95,Private room,11211,1,1,31,80,95,,,,,,,,1
725300,21/06/2011,6,2011,Experience Brooklyn!,Brooklyn,Apartment,,Private room,11218,1,1,0,50,,,,,,,,,1
727114,21/06/2011,6,2011,Sunlit Room near Prospect Park!,Brooklyn,Apartment,90,Private room,11218,1,1,11,69,91,,,,,,,,1
727891,21/06/2011,6,2011,Gorgeous & Cozy Room for woman,Manhattan,Apartment,90,Private room,10016,1,1,2,75,90,,,,,,,,1
726197,21/06/2011,6,2011,10 Minutes to Manhattan- Large room,Queens,Apartment,95,Private room,11106,1,1,108,69,95,,,,,,,,1
733627,22/06/2011,6,2011,WONDERFUL DUPLEX PENTHOUSE,Brooklyn,Apartment,,Entire home/apt,11206,2,1,0,200,,,,,,,,,1
731350,22/06/2011,6,2011,Bright one-bedroom on Eastern Pkway,Brooklyn,Apartment,60,Entire home/apt,11225,1,1,1,88,60,,,,,,,,1
731352,22/06/2011,6,2011,Spacious 2BD in lovely Ditmas Park,Brooklyn,Apartment,100,Entire home/apt,11230,2,1,2,180,100,,,,,,,,1
732985,22/06/2011,6,2011,Perfect Pied a Terre in Meatpacking,Manhattan,Apartment,95,Entire home/apt,,1,1,9,225,97,,,,,,,,1
733316,22/06/2011,6,2011,Spacious Loft w/ Tons of Character,Manhattan,Apartment,80,Entire home/apt,10002,3,1,8,599,83,,,,,,,,1
731534,22/06/2011,6,2011,Spacious one bedroom with garden,Manhattan,Apartment,85,Entire home/apt,10009,1,1,3,175,87,,,,,,,,1
733286,22/06/2011,6,2011,Modern 1 Bedroom Penthouse,Manhattan,Apartment,95,Entire home/apt,10014,1,1,9,265,98,,,,,,,,1
731943,22/06/2011,6,2011,Upper West Side Beautiful 1 Bedroom,Manhattan,Apartment,90,Entire home/apt,10024,1,1,11,165,90,,,,,,,,1
732535,22/06/2011,6,2011,Cozy apartment in a brownstone,Manhattan,House,90,Entire home/apt,10026,6,1,73,333,93,,,,,,,,1
731119,22/06/2011,6,2011,Perfect/Bright Room in Brooklyn,Brooklyn,Apartment,90,Private room,11206,1,1,79,70,92,,,,,,,,1
733627,22/06/2011,6,2011,BROOKLYN E. WILLIAMSBURG PENTHOUSE,Brooklyn,Apartment,95,Private room,11206,2,1,27,79,97,,,,,,,,1
733627,22/06/2011,6,2011,SUPER BEDROOM IN WONDERFUL APT,Brooklyn,Apartment,100,Private room,11206,2,1,1,79,100,,,,,,,,1
731904,22/06/2011,6,2011,Charming 2 bdr Apt- East Village,NY,Manhattan,Apartment,85,Private room,10009,1,1,5,83,88,,,,,,,1
732535,22/06/2011,6,2011,A cozy red room w/ private bathroom,Manhattan,Bed & Breakfast,90,Private room,10026,1,1,9,160,94,,,,,,,,1
732535,22/06/2011,6,2011,A cozy room with private bathroom,Manhattan,Bed & Breakfast,100,Private room,10026,4,1,5,200,100,,,,,,,,1
731601,22/06/2011,6,2011,Furnished Room in a Spacious Apt,Queens,Apartment,100,Private room,11102,1,1,1,37,100,,,,,,,,1
733370,22/06/2011,6,2011,Comfy New York City Launching Pad!!,Queens,House,95,Private room,11102,2,1,18,62,98,,,,,,,,1
735314,23/06/2011,6,2011,bright studio loft in artsy bldg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,125,130,94,,,,,,,,1
735084,23/06/2011,6,2011,cozy brooklyn nest in Park Slope!,Brooklyn,Apartment,95,Entire home/apt,11217,1,1,29,175,97,,,,,,,,1
736197,23/06/2011,6,2011,Bed Stuy Brownstone Sunny Duplex,Brooklyn,Apartment,,Entire home/apt,11221,2,1,0,250,,,,,,,,,1
734865,23/06/2011,6,2011,Brooklyn Bridge Loft Condo!!,Brooklyn,Loft,100,Entire home/apt,11201,1,1,12,245,100,,,,,,,,1
734865,23/06/2011,6,2011,DUMBO Loft Condo,Brooklyn,Loft,,Entire home/apt,11201,1,1,1,215,,,,,,,,,1
737585,23/06/2011,6,2011,Greenpoint Spacious Loft,Brooklyn,Loft,95,Entire home/apt,11222,1,1,61,150,98,,,,,,,,1
733817,23/06/2011,6,2011,Super clean big apt in trendy LES,Manhattan,Apartment,20,Entire home/apt,10002,1,1,2,179,20,,,,,,,,1
734368,23/06/2011,6,2011,Cozy, Chic Lofted Studio in EV/USQ!,Manhattan,Apartment,95,Entire home/apt,10003,1,1,22,275,97,,,,,,,1
736815,23/06/2011,6,2011,1-Bedroom by Subway with Charm!,Manhattan,Apartment,95,Entire home/apt,10009,1,1,8,250,98,,,,,,,,1
735701,23/06/2011,6,2011,New Studio in Heart of Chelsea,Manhattan,Apartment,95,Entire home/apt,10011,1,1,29,200,97,,,,,,,,1
737585,23/06/2011,6,2011,Beautiful apt @ Christopher and Gay,Manhattan,Apartment,90,Entire home/apt,10014,1,1,56,225,91,,,,,,,,1
737498,23/06/2011,6,2011,Luxury Studio Apt near Times Square,Manhattan,Apartment,100,Entire home/apt,10019,1,1,1,200,100,,,,,,,,1
736236,23/06/2011,6,2011,"700SQFT 1 BED, W&D, 55"" TV, GARDEN",Manhattan,Apartment,85,Entire home/apt,10036,1,1,30,299,89,,,,,,,,1
733788,23/06/2011,6,2011,Historic West Village Townhouse,Manhattan,Townhouse,95,Entire home/apt,10014,3,1,5,698,96,,,,,,,,1
735786,23/06/2011,6,2011,Bright & Airy Brooklyn Room,Brooklyn,Apartment,85,Private room,11213,1,1,3,46,87,,,,,,,,1
735786,23/06/2011,6,2011,Cozy artsy space in Brooklyn,Brooklyn,Apartment,95,Private room,11213,1,1,5,45,96,,,,,,,,1
733817,23/06/2011,6,2011,super clean / spacious room in LES,Manhattan,Apartment,100,Private room,10002,1,1,1,99,100,,,,,,,,1
733817,23/06/2011,6,2011,Super clean big room in warm apt,Manhattan,Apartment,85,Private room,10002,1,1,41,99,87,,,,,,,,1
733894,23/06/2011,6,2011,Lady only PrivateLvg15min Manhattan,Queens,Apartment,100,Private room,11377,1,1,21,35,100,,,,,,,,1
738918,24/06/2011,6,2011,Park slope duplex, private garden,Brooklyn,Apartment,,Entire home/apt,11217,4,1,0,200,,,,,,,,1
740032,24/06/2011,6,2011,3 Bedroom Duplex,Brooklyn,Apartment,,Entire home/apt,11218,4,1,0,125,,,,,,,,,1
740386,24/06/2011,6,2011,Bedford L Stop, Bright 1Bedroom APT,Brooklyn,Apartment,,Entire home/apt,11249,1,1,1,170,,,,,,,,1
738918,24/06/2011,6,2011,Park Slope -Sunny owner's duplex,Brooklyn,House,100,Entire home/apt,11217,3,1,4,200,100,,,,,,,,1
739073,24/06/2011,6,2011,Huge Open Brooklyn Loft, Sleeps 4,Brooklyn,Loft,80,Entire home/apt,11205,2,1,11,145,83,,,,,,,1
739679,24/06/2011,6,2011,Big & Relaxing 1BR Chinatown Loft,Manhattan,Apartment,,Entire home/apt,10002,1,1,0,130,,,,,,,,,1
737845,24/06/2011,6,2011,Designer's 2 BR E Vill w/ iPhone,Manhattan,Apartment,90,Entire home/apt,10003,2,1,33,360,93,,,,,,,,1
